gemma26_nvfp4_--marlin_p8002.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--marlin_p8003.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--marlin_p8004.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--marlin_p8005.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--marlin_p8006.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--marlin_p8007.log	GPU KV cache size: 162,624 tokens|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8000.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8001.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8002.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8003.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8004.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8005.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8006.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_--triton_p8007.log	Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8000.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8001.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8002.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8003.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8004.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8005.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8006.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_b12x-triton_p8007.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8000.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8001.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8002.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8003.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8004.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8005.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8006.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gemma26_nvfp4_p8007.log	Using 'FLASHINFER_CUTLASS' NvFp4 MoE backend|Using B12xNvFp4LinearKernel for NVFP4 GEMM
gptoss120_tp4_--flashinfer_cutlass_p8000.log	GPU KV cache size: 1,226,699 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss120_tp4_--flashinfer_cutlass_p8001.log	GPU KV cache size: 1,226,699 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8000.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8001.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8002.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8003.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8004.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8005.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8006.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_--flashinfer_cutlass_p8007.log	GPU KV cache size: 690,053 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8000.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8001.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8002.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8003.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8004.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8005.log	GPU KV cache size: 754,972 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8006.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
gptoss20_p8007.log	GPU KV cache size: 681,097 tokens|Using 'FLASHINFER_CUTLASS_MXFP4_MXFP8' Mxfp4 MoE backend|Using FLASHINFER attention backend
ling3f_tp4_---_p8000.log	Using 'MARLIN' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_---_p8001.log	Using 'MARLIN' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_b12x-b12x_p8000.log	Using 'B12X' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_b12x-b12x_p8001.log	Using 'B12X' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_b12x-cutlass_p8000.log	
ling3f_tp4_b12x-cutlass_p8001.log	
ling3f_tp4_b12x-marlin_p8000.log	Using 'MARLIN' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_b12x-marlin_p8001.log	Using 'MARLIN' NvFp4 MoE backend|Using TRITON_MLA attention backend
ling3f_tp4_b12x-triton_p8000.log	
ling3f_tp4_b12x-triton_p8001.log	
muse30_nvfp4_b12x-flashinfer_cutlass_p8000.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8001.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8002.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8003.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8004.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8005.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8006.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_b12x-flashinfer_cutlass_p8007.log	GPU KV cache size: 146,387 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8000.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8001.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8002.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8003.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8004.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8005.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8006.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
muse30_nvfp4_p8007.log	GPU KV cache size: 201,457 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
nemo35_---_p8000.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8001.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8002.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8003.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8004.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8005.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8006.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_---_p8007.log	Selected FlashInferFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using MarlinNvFp4LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8000.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8001.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8002.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8003.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8004.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8005.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8006.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-b12x_p8007.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'B12X' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8000.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8001.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8002.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8003.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8004.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8005.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8006.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-cutlass_p8007.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8000.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8001.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8002.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8003.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8004.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8005.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8006.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-marlin_p8007.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using 'MARLIN' NvFp4 MoE backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8000.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8001.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8002.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8003.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8004.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8005.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8006.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_b12x-triton_p8007.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8000.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8001.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8002.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8003.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8004.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8005.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8006.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
nemo35_p8007.log	Selected B12xTensorFP8ScaledMMLinearKernel|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_fp8_tp2_b12x--_p8000.log	GPU KV cache size: 479,383 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_b12x--_p8001.log	GPU KV cache size: 479,383 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_b12x--_p8002.log	GPU KV cache size: 479,383 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_b12x--_p8003.log	GPU KV cache size: 479,383 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_p8000.log	GPU KV cache size: 523,074 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_p8001.log	GPU KV cache size: 523,074 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_p8002.log	GPU KV cache size: 523,074 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_fp8_tp2_p8003.log	GPU KV cache size: 523,074 tokens|Selected B12xFp8BlockScaledMMKernel|Using FLASHINFER attention backend
q27_nvfp4_---_p8000.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8001.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8002.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8003.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8004.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8005.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8006.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_---_p8007.log	GPU KV cache size: 180,830 tokens|Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8000.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8001.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8002.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8003.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8004.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8005.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8006.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_auto_p8007.log	Using FLASHINFER attention backend|Using FlashInferCuteDslNvFp4W4A16LinearKernel for NVFP4 GEMM
q27_nvfp4_b12x--_p8000.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8001.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8002.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8003.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8004.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8005.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8006.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x--_p8007.log	GPU KV cache size: 180,830 tokens|Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8000.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8001.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8002.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8003.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8004.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8005.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8006.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_b12x_p8007.log	Using B12xNvFp4LinearKernel for NVFP4 GEMM|Using FLASHINFER attention backend
q27_nvfp4_dspark_b12x--_p8000.log	
q27_nvfp4_dspark_b12x--_p8001.log	
